id,name,email,preco,projetos,avaliacoes
3080,Orelia,Orelia.53@yopmail.com,619.65,53,5.65
3081,Maryellen,Maryellen.74@yopmail.com,47.53,74,4.37
3082,Dorothy,Dorothy.134@yopmail.com,786.72,134,1.47
3083,Blondelle,Blondelle.110@yopmail.com,135.68,110,5.12
3084,Dode,Dode.21@yopmail.com,969.92,21,3.72
3085,Marsiella,Marsiella.164@yopmail.com,926.14,164,1.65
3086,Marcelline,Marcelline.148@yopmail.com,343.82,148,1.25
3087,Ida,Ida.104@yopmail.com,542.32,104,2.3
3088,Tabbatha,Tabbatha.136@yopmail.com,25.3,136,1.48
3089,Katharina,Katharina.140@yopmail.com,557.11,140,1.43
3090,Fredericka,Fredericka.75@yopmail.com,840.59,75,2.89
3091,Fanchon,Fanchon.94@yopmail.com,922.86,94,4.49
3092,Cathie,Cathie.120@yopmail.com,536.08,120,4.34
3093,Barbi,Barbi.18@yopmail.com,573.12,18,4.42
3094,Nannie,Nannie.119@yopmail.com,114.39,119,4.23
3095,Alyda,Alyda.173@yopmail.com,317.13,173,2.96
3096,Sean,Sean.85@yopmail.com,785.85,85,5.06
3097,Theodora,Theodora.185@yopmail.com,20.5,185,2.41
3098,Cyndie,Cyndie.9@yopmail.com,69.76,9,4.01
3099,Corly,Corly.102@yopmail.com,599.96,102,2.87
3100,Millie,Millie.155@yopmail.com,327.05,155,3.1
3101,Dolli,Dolli.163@yopmail.com,84.58,163,1.63
3102,Jaime,Jaime.3@yopmail.com,475.61,3,5.22
3103,Dyann,Dyann.99@yopmail.com,349.78,99,4.4
3104,Evita,Evita.122@yopmail.com,475,122,3.83
3105,Bettine,Bettine.36@yopmail.com,689.03,36,1.84
3106,Lanna,Lanna.48@yopmail.com,697.14,48,1.29
3107,Sadie,Sadie.196@yopmail.com,133.28,196,5.1
3108,Georgina,Georgina.90@yopmail.com,841.93,90,3.01
3109,Gui,Gui.130@yopmail.com,496.3,130,3.75
3110,Annaliese,Annaliese.20@yopmail.com,863.59,20,2.12
3111,Peri,Peri.9@yopmail.com,882.64,9,2.34
3112,Ivett,Ivett.182@yopmail.com,213.25,182,2.2
3113,Yvonne,Yvonne.19@yopmail.com,838.7,19,3.97
3114,Jobi,Jobi.52@yopmail.com,695.97,52,4.15
3115,Verla,Verla.128@yopmail.com,693.48,128,2.61
3116,Atlanta,Atlanta.62@yopmail.com,774.57,62,4.76
3117,Taffy,Taffy.72@yopmail.com,138.5,72,3.52
3118,Nonnah,Nonnah.114@yopmail.com,227.12,114,3.47
3119,Magdalena,Magdalena.12@yopmail.com,184.99,12,2.78
3120,Rhoda,Rhoda.23@yopmail.com,426.06,23,1.89
3121,Alex,Alex.121@yopmail.com,806.88,121,1.72
3122,Merci,Merci.188@yopmail.com,489.72,188,5.96
3123,Jere,Jere.15@yopmail.com,219.19,15,3.26
3124,Minne,Minne.135@yopmail.com,318.38,135,2.14
3125,Cissiee,Cissiee.20@yopmail.com,904.62,20,1.93
3126,Nadine,Nadine.54@yopmail.com,532.15,54,2.54
3127,Ebonee,Ebonee.158@yopmail.com,800.79,158,4.19
3128,Mariann,Mariann.109@yopmail.com,583.5,109,4.13
3129,Caritta,Caritta.76@yopmail.com,202.26,76,2.7
3130,Cristine,Cristine.51@yopmail.com,877.89,51,3.31
3131,Celisse,Celisse.62@yopmail.com,481.6,62,2.96
3132,Beth,Beth.111@yopmail.com,538.11,111,4.45
3133,Trudie,Trudie.172@yopmail.com,648.31,172,3.79
3134,Maurene,Maurene.8@yopmail.com,565.13,8,1.42
3135,Donnie,Donnie.185@yopmail.com,938.72,185,3.91
3136,Deane,Deane.53@yopmail.com,905.96,53,5.33
3137,Tybie,Tybie.19@yopmail.com,756.08,19,3.46
3138,Kristan,Kristan.156@yopmail.com,868.7,156,2.52
3139,Allis,Allis.120@yopmail.com,771.17,120,1.74
3140,Sallie,Sallie.135@yopmail.com,865.6,135,3.79
3141,Jenilee,Jenilee.20@yopmail.com,727.76,20,1.85
3142,Elora,Elora.54@yopmail.com,687.88,54,5.16
3143,Lila,Lila.166@yopmail.com,795.45,166,1.66
3144,Goldie,Goldie.90@yopmail.com,919.83,90,4.36
3145,Bobinette,Bobinette.117@yopmail.com,524.7,117,4.28
3146,Madalyn,Madalyn.22@yopmail.com,711.29,22,4.38
3147,Lucy,Lucy.73@yopmail.com,693.51,73,4.44
3148,Karina,Karina.12@yopmail.com,467.48,12,3.67
3149,Kate,Kate.146@yopmail.com,138.06,146,4.9
3150,Gavrielle,Gavrielle.51@yopmail.com,628.06,51,1.8
3151,Sheelagh,Sheelagh.157@yopmail.com,841.21,157,5.33
3152,Gwyneth,Gwyneth.184@yopmail.com,158.4,184,3.94
3153,Clementine,Clementine.60@yopmail.com,59.43,60,3.46
3154,Ana,Ana.137@yopmail.com,985.79,137,4.58
3155,Teddie,Teddie.18@yopmail.com,314.12,18,1.31
3156,Ruthe,Ruthe.123@yopmail.com,897.24,123,5.17
3157,Eugine,Eugine.172@yopmail.com,519.3,172,5.38
3158,Mariann,Mariann.80@yopmail.com,319.29,80,4.05
3159,Audrie,Audrie.26@yopmail.com,946.75,26,1.47
3160,Nessie,Nessie.28@yopmail.com,494.85,28,1.86
3161,Paule,Paule.200@yopmail.com,173.69,200,2.86
3162,Natka,Natka.18@yopmail.com,950.89,18,4.15
3163,Amii,Amii.158@yopmail.com,260.77,158,5.28
3164,Bernie,Bernie.160@yopmail.com,105.96,160,3.54
3165,Karolina,Karolina.146@yopmail.com,908.59,146,3.34
3166,Charlena,Charlena.196@yopmail.com,318.38,196,4.34
3167,Jolyn,Jolyn.200@yopmail.com,400.97,200,4.85
3168,Dotty,Dotty.61@yopmail.com,812.58,61,1.68
3169,Tomasina,Tomasina.116@yopmail.com,827.1,116,3.24
3170,Romona,Romona.171@yopmail.com,616.3,171,5.12
3171,Roslyn,Roslyn.97@yopmail.com,270.36,97,3.98
3172,Viviene,Viviene.15@yopmail.com,264.53,15,3.17
3173,Nataline,Nataline.199@yopmail.com,604.56,199,2.78
3174,Sonni,Sonni.7@yopmail.com,518.31,7,5.49
3175,Aryn,Aryn.56@yopmail.com,107.77,56,2.63
3176,Alejandra,Alejandra.153@yopmail.com,986.81,153,4.65
3177,Fredericka,Fredericka.190@yopmail.com,643.5,190,4.53
3178,Doralynne,Doralynne.45@yopmail.com,871.2,45,5.47
3179,Dale,Dale.152@yopmail.com,547.04,152,2.37
3180,Cyb,Cyb.168@yopmail.com,662.66,168,5.63
3181,Kimberley,Kimberley.114@yopmail.com,199.56,114,1.29
3182,Carilyn,Carilyn.61@yopmail.com,597.11,61,2.81
3183,Raina,Raina.164@yopmail.com,591,164,3.38
3184,Beatriz,Beatriz.72@yopmail.com,21.68,72,1.65
3185,Konstance,Konstance.9@yopmail.com,298.83,9,4.67
3186,Sara-Ann,Sara-Ann.96@yopmail.com,339.62,96,4.86
3187,Tamqrah,Tamqrah.138@yopmail.com,52.04,138,5.91
3188,Codie,Codie.112@yopmail.com,629.72,112,5.72
3189,Lynnea,Lynnea.5@yopmail.com,321.67,5,4.13
3190,Tatiania,Tatiania.12@yopmail.com,864.88,12,5.55
3191,Pearline,Pearline.156@yopmail.com,606.22,156,2.6
3192,Dolli,Dolli.69@yopmail.com,212.25,69,2.3
3193,Maye,Maye.135@yopmail.com,184.09,135,4.23
3194,Renie,Renie.40@yopmail.com,499.56,40,3.63
3195,Regina,Regina.133@yopmail.com,338.74,133,4.28
3196,Clo,Clo.120@yopmail.com,896.52,120,3.74
3197,Feliza,Feliza.52@yopmail.com,409.78,52,3.05
3198,Minda,Minda.146@yopmail.com,26.69,146,3.84
3199,Claudina,Claudina.122@yopmail.com,885.68,122,5.12
3200,Frances,Frances.67@yopmail.com,851.79,67,4.18
3201,Kayla,Kayla.76@yopmail.com,765.74,76,4.3
3202,Shaine,Shaine.26@yopmail.com,814.6,26,5.63
3203,Benita,Benita.111@yopmail.com,901.95,111,3.03
3204,Claresta,Claresta.188@yopmail.com,793.35,188,2.78
3205,Ruthe,Ruthe.94@yopmail.com,93.64,94,5.92
3206,Deane,Deane.35@yopmail.com,699.52,35,5.7
3207,Cordi,Cordi.121@yopmail.com,23.38,121,2.59
3208,Kaia,Kaia.75@yopmail.com,245.72,75,5.53
3209,Robinia,Robinia.91@yopmail.com,399.12,91,3.3
3210,Patricia,Patricia.68@yopmail.com,506.27,68,1.4
3211,Kary,Kary.130@yopmail.com,487.94,130,4.21
3212,Elfreda,Elfreda.84@yopmail.com,70.45,84,3.36
3213,Kittie,Kittie.123@yopmail.com,279.2,123,2.06
3214,Kore,Kore.163@yopmail.com,175.66,163,4.03
3215,Melanie,Melanie.80@yopmail.com,521.35,80,5.26
3216,Zondra,Zondra.72@yopmail.com,392.27,72,1.24
3217,Nonnah,Nonnah.19@yopmail.com,165.59,19,1.82
3218,Cecile,Cecile.2@yopmail.com,540.07,2,3.01
3219,Alejandra,Alejandra.148@yopmail.com,226.63,148,2.12
3220,Winny,Winny.129@yopmail.com,107.01,129,5.08
3221,Annaliese,Annaliese.82@yopmail.com,609.09,82,2.44
3222,Sherrie,Sherrie.117@yopmail.com,768.11,117,5.01
3223,Collen,Collen.149@yopmail.com,201.66,149,2.37
3224,Lilith,Lilith.200@yopmail.com,549.61,200,2.76
3225,Sara-Ann,Sara-Ann.180@yopmail.com,868.29,180,2.6
3226,Olwen,Olwen.179@yopmail.com,740.16,179,3.8
3227,Jackie,Jackie.53@yopmail.com,981.07,53,4.71
3228,Barbara,Barbara.65@yopmail.com,387.3,65,1.29
3229,Charissa,Charissa.95@yopmail.com,771.83,95,4.24
3230,Daryl,Daryl.20@yopmail.com,375.76,20,2.76
3231,Janey,Janey.59@yopmail.com,703.62,59,3.07
3232,Moyna,Moyna.161@yopmail.com,207.1,161,2.52
3233,Kirstin,Kirstin.113@yopmail.com,820.67,113,1.54
3234,Susette,Susette.52@yopmail.com,766.25,52,4.19
3235,Phylis,Phylis.75@yopmail.com,773.11,75,2.03
3236,Sam,Sam.129@yopmail.com,219.03,129,3.44
3237,Mamie,Mamie.42@yopmail.com,911.96,42,5.11
3238,Ofilia,Ofilia.173@yopmail.com,606.27,173,3.51
3239,Blake,Blake.164@yopmail.com,609.15,164,4.4
3240,Madeleine,Madeleine.171@yopmail.com,276.9,171,2.01
3241,Lynea,Lynea.117@yopmail.com,559.45,117,5.38
3242,Elyssa,Elyssa.20@yopmail.com,28.12,20,4.35
3243,Aryn,Aryn.37@yopmail.com,657.29,37,1.18
3244,Jasmina,Jasmina.94@yopmail.com,834.27,94,4.41
3245,Charmaine,Charmaine.121@yopmail.com,536.6,121,1.51
3246,Myrtice,Myrtice.101@yopmail.com,997.15,101,4.92
3247,Aigneis,Aigneis.91@yopmail.com,862.67,91,1.91
3248,Bill,Bill.189@yopmail.com,5.75,189,4.71
3249,Lauryn,Lauryn.78@yopmail.com,340.85,78,5.41
3250,Basia,Basia.152@yopmail.com,807.66,152,3.05
3251,Angelique,Angelique.93@yopmail.com,486.05,93,4.13
3252,Albertina,Albertina.102@yopmail.com,734.75,102,4.65
3253,Betta,Betta.86@yopmail.com,673.59,86,3.5
3254,Lita,Lita.104@yopmail.com,671.72,104,1.02
3255,Keelia,Keelia.110@yopmail.com,64.92,110,4.05
3256,Dulce,Dulce.157@yopmail.com,268.68,157,4.92
3257,Cindelyn,Cindelyn.13@yopmail.com,212.91,13,5.12
3258,Larine,Larine.28@yopmail.com,552.94,28,5.87
3259,Dania,Dania.148@yopmail.com,625.98,148,1.91
3260,Hollie,Hollie.59@yopmail.com,634.73,59,4.56
3261,Henriette,Henriette.195@yopmail.com,266.1,195,2.15
3262,Elfreda,Elfreda.99@yopmail.com,659.79,99,3.07
3263,Monika,Monika.146@yopmail.com,228.73,146,2.18
3264,Carmencita,Carmencita.14@yopmail.com,509.49,14,4.98
3265,Blinni,Blinni.103@yopmail.com,718.08,103,2.59
3266,Deirdre,Deirdre.81@yopmail.com,571.52,81,2.29
3267,Marnia,Marnia.182@yopmail.com,448.67,182,1.42
3268,Marjie,Marjie.22@yopmail.com,198.5,22,3.98
3269,Annecorinne,Annecorinne.164@yopmail.com,35.66,164,3.67
3270,Lexine,Lexine.176@yopmail.com,205.72,176,4.48
3271,Hallie,Hallie.102@yopmail.com,992.88,102,4.99
3272,Candi,Candi.159@yopmail.com,381.29,159,2.82
3273,Meghann,Meghann.182@yopmail.com,183.14,182,4.6
3274,Laurene,Laurene.131@yopmail.com,509.35,131,3.83
3275,Teddie,Teddie.155@yopmail.com,126.42,155,4.53
3276,Bobinette,Bobinette.106@yopmail.com,761.65,106,1.29
3277,Jean,Jean.200@yopmail.com,745.84,200,1.21
3278,Cathyleen,Cathyleen.28@yopmail.com,787.77,28,1.92
3279,Blake,Blake.186@yopmail.com,166.82,186,4.04
3280,Ricky,Ricky.104@yopmail.com,866.03,104,4.12
3281,Mariann,Mariann.186@yopmail.com,759.91,186,2.23
3282,Fayre,Fayre.104@yopmail.com,552.76,104,3.24
3283,Inga,Inga.130@yopmail.com,369.68,130,5.48
3284,Aurelie,Aurelie.36@yopmail.com,969.62,36,3.19
3285,Grier,Grier.91@yopmail.com,850.27,91,2.09
3286,Odessa,Odessa.151@yopmail.com,705.37,151,1.84
3287,Maud,Maud.200@yopmail.com,913.7,200,2.23
3288,Mahalia,Mahalia.148@yopmail.com,823.49,148,2.87
3289,Nannie,Nannie.2@yopmail.com,87.41,2,2.46
3290,Karina,Karina.62@yopmail.com,894.35,62,5.31
3291,Kelly,Kelly.187@yopmail.com,557.96,187,2.11
3292,Nananne,Nananne.52@yopmail.com,838.49,52,4.1
3293,Meg,Meg.84@yopmail.com,377.64,84,4.11
3294,Beatriz,Beatriz.32@yopmail.com,635.89,32,1.93
3295,Ursulina,Ursulina.40@yopmail.com,799.25,40,4.94
3296,Sibella,Sibella.88@yopmail.com,539.69,88,2.36
3297,Sissy,Sissy.94@yopmail.com,103.77,94,3.76
3298,Daune,Daune.30@yopmail.com,486.59,30,5.45
3299,Melodie,Melodie.8@yopmail.com,480.76,8,4.04
3300,Fernande,Fernande.70@yopmail.com,779.34,70,2.39
3301,Hermione,Hermione.149@yopmail.com,23.67,149,3.08
3302,Lanae,Lanae.196@yopmail.com,163.07,196,4.03
3303,Marita,Marita.@yopmail.com,964.17,0,4.78
3304,Philis,Philis.123@yopmail.com,487.76,123,1.28
3305,Georgina,Georgina.63@yopmail.com,249.28,63,5.04
3306,Esmeralda,Esmeralda.97@yopmail.com,665.9,97,2.14
3307,Netty,Netty.71@yopmail.com,883.47,71,4.55
3308,Danika,Danika.79@yopmail.com,549.57,79,1.03
3309,Doralynne,Doralynne.26@yopmail.com,985.67,26,3.08
3310,Halette,Halette.72@yopmail.com,830.35,72,5.94
3311,Cindelyn,Cindelyn.148@yopmail.com,939.74,148,4.7
3312,Concettina,Concettina.178@yopmail.com,28.91,178,4.64
3313,Sybille,Sybille.74@yopmail.com,502.64,74,1.02
3314,Olivette,Olivette.43@yopmail.com,704.98,43,2.75
3315,Chere,Chere.199@yopmail.com,192.7,199,1.59
3316,Consuela,Consuela.150@yopmail.com,708.28,150,3.87
3317,Binny,Binny.41@yopmail.com,117.3,41,4.43
3318,Grier,Grier.19@yopmail.com,456.46,19,3.2
3319,Sibella,Sibella.57@yopmail.com,862.52,57,5.05
3320,Brana,Brana.22@yopmail.com,592.7,22,1.16
3321,Caressa,Caressa.92@yopmail.com,818.43,92,3.42
3322,Dode,Dode.@yopmail.com,882.89,0,3.1
3323,Maisey,Maisey.71@yopmail.com,488.09,71,3.15
3324,Delilah,Delilah.127@yopmail.com,473.94,127,5.47
3325,Tybie,Tybie.11@yopmail.com,360.18,11,3.49
3326,Teriann,Teriann.16@yopmail.com,5.23,16,5.6
3327,Catrina,Catrina.191@yopmail.com,828.85,191,2.05
3328,Ericka,Ericka.156@yopmail.com,5.24,156,2.98
3329,Winifred,Winifred.@yopmail.com,300.16,0,5.07
3330,Melodie,Melodie.164@yopmail.com,685.9,164,4.67
3331,Teriann,Teriann.188@yopmail.com,490.28,188,4.68
3332,Phedra,Phedra.123@yopmail.com,541.65,123,2.9
3333,Dotty,Dotty.120@yopmail.com,740.08,120,4.56
3334,Gerrie,Gerrie.178@yopmail.com,883.22,178,3.32
3335,Karly,Karly.55@yopmail.com,674.62,55,4.25
3336,Beatriz,Beatriz.170@yopmail.com,94.9,170,4.5
3337,Ninnetta,Ninnetta.21@yopmail.com,278.31,21,2.81
3338,Margette,Margette.185@yopmail.com,485.98,185,5.34
3339,Aeriela,Aeriela.135@yopmail.com,577.62,135,5.27
3340,Nadine,Nadine.89@yopmail.com,114.87,89,2.5
3341,Paulita,Paulita.31@yopmail.com,561.59,31,3.1
3342,Ana,Ana.195@yopmail.com,586.44,195,2.65
3343,Dacia,Dacia.83@yopmail.com,612.99,83,3.75
3344,Rosabelle,Rosabelle.155@yopmail.com,905.86,155,4.9
3345,Belinda,Belinda.109@yopmail.com,997.56,109,1.33
3346,Pierette,Pierette.89@yopmail.com,816.16,89,4.51
3347,Orsola,Orsola.160@yopmail.com,274.8,160,1.3
3348,Sallie,Sallie.45@yopmail.com,706.28,45,5.19
3349,Ernesta,Ernesta.182@yopmail.com,313.56,182,2.25
3350,Aimil,Aimil.122@yopmail.com,569.13,122,2.25
3351,Nickie,Nickie.34@yopmail.com,243.42,34,5.46
3352,Andeee,Andeee.125@yopmail.com,576.77,125,4.87
3353,Nickie,Nickie.81@yopmail.com,526.16,81,2.01
3354,Lyssa,Lyssa.176@yopmail.com,582.26,176,1.7
3355,Karena,Karena.42@yopmail.com,367.76,42,4.3
3356,Tybie,Tybie.140@yopmail.com,668.07,140,4.64
3357,Dolli,Dolli.10@yopmail.com,927.11,10,2.69
3358,Adele,Adele.117@yopmail.com,709.71,117,4.03
3359,Heddie,Heddie.82@yopmail.com,89.02,82,4.33
3360,Janis,Janis.164@yopmail.com,522.48,164,1.42
3361,Alisha,Alisha.169@yopmail.com,772.18,169,4.98
3362,Theodora,Theodora.53@yopmail.com,169.72,53,5.33
3363,Leeanne,Leeanne.46@yopmail.com,789.89,46,2.42
3364,Merrie,Merrie.83@yopmail.com,724.89,83,2.67
3365,Ida,Ida.11@yopmail.com,554.92,11,2.09
3366,Shaylyn,Shaylyn.138@yopmail.com,558.17,138,1.3
3367,Binny,Binny.188@yopmail.com,611.67,188,2.16
3368,Ruthe,Ruthe.94@yopmail.com,632.44,94,3.12
3369,Belva,Belva.81@yopmail.com,634.86,81,3.58
3370,Ebonee,Ebonee.113@yopmail.com,994.05,113,3.5
3371,Oralee,Oralee.199@yopmail.com,973.3,199,1.3
3372,Rori,Rori.51@yopmail.com,744.59,51,1.04
3373,Demetris,Demetris.48@yopmail.com,809.75,48,2.19
3374,Dotty,Dotty.14@yopmail.com,730.62,14,1.13
3375,Elie,Elie.100@yopmail.com,823.8,100,5.85
3376,Siana,Siana.29@yopmail.com,509.17,29,4.26
3377,Codie,Codie.15@yopmail.com,568.03,15,3.24
3378,Pamella,Pamella.151@yopmail.com,98.51,151,4.6
3379,Michaelina,Michaelina.96@yopmail.com,830.68,96,1.26
3380,Di,Di.53@yopmail.com,677.63,53,1.94
3381,Alyssa,Alyssa.8@yopmail.com,979.3,8,5.03
3382,Allis,Allis.33@yopmail.com,681.17,33,1.05
3383,Brana,Brana.11@yopmail.com,552.2,11,3.95
3384,Susette,Susette.37@yopmail.com,403.58,37,2.42
3385,Mamie,Mamie.179@yopmail.com,718.63,179,5.19
3386,Michaelina,Michaelina.160@yopmail.com,279.93,160,3.25
3387,Monika,Monika.103@yopmail.com,180.17,103,4.54
3388,Demetris,Demetris.156@yopmail.com,739.47,156,1.77
3389,Cyndie,Cyndie.33@yopmail.com,387.24,33,3.83
3390,Karolina,Karolina.111@yopmail.com,124.11,111,1.76
3391,Shirlee,Shirlee.55@yopmail.com,676.02,55,3.3
3392,Bernie,Bernie.146@yopmail.com,997.75,146,3.39
3393,Meg,Meg.137@yopmail.com,794.87,137,5.45
3394,Danny,Danny.168@yopmail.com,643.2,168,5.89
3395,Melodie,Melodie.174@yopmail.com,13.54,174,5.67
3396,Anallese,Anallese.99@yopmail.com,524.78,99,4.65
3397,Sheelagh,Sheelagh.88@yopmail.com,606.38,88,1.26
3398,Meghann,Meghann.190@yopmail.com,611.07,190,4.08
3399,Evaleen,Evaleen.149@yopmail.com,875.91,149,1.96
3400,Dania,Dania.116@yopmail.com,542.3,116,4.74
3401,Arlina,Arlina.136@yopmail.com,610.83,136,3.75
3402,Riannon,Riannon.182@yopmail.com,948.84,182,4.72
3403,Gale,Gale.199@yopmail.com,618.1,199,4.02
3404,Paule,Paule.128@yopmail.com,180.33,128,4.06
3405,Marita,Marita.174@yopmail.com,637.76,174,3.08
3406,Drucie,Drucie.18@yopmail.com,930.55,18,4.07
3407,Harrietta,Harrietta.128@yopmail.com,29.56,128,3.95
3408,Mary,Mary.22@yopmail.com,854.92,22,2.14
3409,Ezmeralda,Ezmeralda.184@yopmail.com,737.25,184,4.83
3410,Annabela,Annabela.158@yopmail.com,90.46,158,1.34
3411,Elena,Elena.179@yopmail.com,780.33,179,4.34
3412,Fawne,Fawne.15@yopmail.com,884.85,15,5.27
3413,Rosene,Rosene.139@yopmail.com,189.73,139,1.74
3414,Karly,Karly.176@yopmail.com,754.71,176,5.94
3415,Raina,Raina.139@yopmail.com,305.41,139,3.72
3416,Dulcinea,Dulcinea.94@yopmail.com,157.87,94,1.15
3417,Genovera,Genovera.70@yopmail.com,394.82,70,2.22
3418,Rhoda,Rhoda.115@yopmail.com,297.28,115,4.54
3419,Goldie,Goldie.127@yopmail.com,869.65,127,4.41
3420,Lilith,Lilith.127@yopmail.com,45.24,127,4.37
3421,Wileen,Wileen.52@yopmail.com,950.86,52,5.48
3422,Carolina,Carolina.61@yopmail.com,832.72,61,2.28
3423,Beth,Beth.166@yopmail.com,205.94,166,5.32
3424,Kassey,Kassey.180@yopmail.com,301.7,180,1.72
3425,Dorene,Dorene.198@yopmail.com,312.42,198,1.94
3426,Max,Max.68@yopmail.com,809.66,68,1.16
3427,Elka,Elka.113@yopmail.com,158.96,113,2.71
3428,Lynnea,Lynnea.12@yopmail.com,35.93,12,4.81
3429,Phedra,Phedra.116@yopmail.com,706.55,116,1.9
3430,Mady,Mady.72@yopmail.com,64.05,72,4.26
3431,Brena,Brena.169@yopmail.com,229.64,169,1.06
3432,Annaliese,Annaliese.129@yopmail.com,89.47,129,3.35
3433,Rebeca,Rebeca.150@yopmail.com,226.56,150,2.54
3434,Sharlene,Sharlene.31@yopmail.com,112.58,31,4.41
3435,Tarra,Tarra.135@yopmail.com,179.33,135,2.36
3436,Nyssa,Nyssa.14@yopmail.com,764.11,14,2.24
3437,Concettina,Concettina.75@yopmail.com,551.11,75,4.18
3438,Codie,Codie.97@yopmail.com,38.71,97,5.4
3439,Kore,Kore.59@yopmail.com,735.66,59,3.83
3440,Valeda,Valeda.106@yopmail.com,49.22,106,1.64
3441,Nollie,Nollie.75@yopmail.com,55.07,75,3.64
3442,Kelly,Kelly.119@yopmail.com,384.78,119,4.02
3443,Linet,Linet.129@yopmail.com,572.55,129,2.1
3444,Leona,Leona.81@yopmail.com,685.94,81,3.39
3445,Wendi,Wendi.135@yopmail.com,80.48,135,4.35
3446,Maye,Maye.@yopmail.com,566.17,0,3
3447,Elbertina,Elbertina.41@yopmail.com,352.61,41,5.44
3448,Sara-Ann,Sara-Ann.108@yopmail.com,11.08,108,1.53
3449,Fanchon,Fanchon.143@yopmail.com,882.9,143,4.53
3450,Stacey,Stacey.48@yopmail.com,754.37,48,2.52
3451,Lauryn,Lauryn.181@yopmail.com,429.95,181,1.46
3452,Myrtice,Myrtice.65@yopmail.com,439.2,65,1.77
3453,Melanie,Melanie.163@yopmail.com,523.04,163,1.74
3454,Alex,Alex.55@yopmail.com,672.14,55,4.7
3455,Augustine,Augustine.158@yopmail.com,975.96,158,3.39
3456,Mary,Mary.141@yopmail.com,110.29,141,4.39
3457,Kamilah,Kamilah.187@yopmail.com,52.5,187,1.39
3458,Zia,Zia.6@yopmail.com,204.6,6,4.74
3459,Jeanna,Jeanna.130@yopmail.com,435.2,130,4.41
3460,Sherrie,Sherrie.85@yopmail.com,911.92,85,1.24
3461,Isa,Isa.52@yopmail.com,458.5,52,2.38
3462,Aubrie,Aubrie.159@yopmail.com,730.51,159,3.2
3463,Lorenza,Lorenza.116@yopmail.com,912.17,116,4.68
3464,Annaliese,Annaliese.1@yopmail.com,243.96,1,5.48
3465,Adelle,Adelle.97@yopmail.com,884.3,97,4.96
3466,Dale,Dale.65@yopmail.com,961.91,65,4.02
3467,Wanda,Wanda.72@yopmail.com,760.39,72,3.51
3468,Leanna,Leanna.97@yopmail.com,869.21,97,3.33
3469,Alex,Alex.57@yopmail.com,486.88,57,3.18
3470,Felice,Felice.172@yopmail.com,424.11,172,1.2
3471,Ebonee,Ebonee.32@yopmail.com,527.16,32,4.54
3472,Desirae,Desirae.132@yopmail.com,203.52,132,5.86
3473,Goldie,Goldie.71@yopmail.com,167.99,71,2.57
3474,Flo,Flo.178@yopmail.com,821.42,178,4.99
3475,Marinna,Marinna.144@yopmail.com,609.94,144,3.37
3476,Luci,Luci.8@yopmail.com,211.31,8,3.14
3477,Silvana,Silvana.178@yopmail.com,13.25,178,1.76
3478,Nariko,Nariko.60@yopmail.com,462.75,60,4.73
3479,Wileen,Wileen.140@yopmail.com,888.01,140,4.99
3480,Angela,Angela.1@yopmail.com,172.37,1,1.21
3481,Johna,Johna.101@yopmail.com,706.74,101,2.03
3482,Edyth,Edyth.58@yopmail.com,85.89,58,3.64
3483,Doralynne,Doralynne.163@yopmail.com,451.44,163,2.53
3484,Alyda,Alyda.9@yopmail.com,222.92,9,3.97
3485,Frieda,Frieda.94@yopmail.com,157.78,94,1.87
3486,Sonni,Sonni.15@yopmail.com,665.97,15,5.96
3487,Georgina,Georgina.189@yopmail.com,785.58,189,2.82
3488,Merry,Merry.70@yopmail.com,247.76,70,2.28
3489,Blondelle,Blondelle.74@yopmail.com,122.13,74,2.1
3490,Agnese,Agnese.26@yopmail.com,809.26,26,2.52
3491,Nannie,Nannie.112@yopmail.com,752.68,112,2.96
3492,Elbertina,Elbertina.31@yopmail.com,280.42,31,3.26
3493,Arlena,Arlena.141@yopmail.com,488.23,141,4.4
3494,Ezmeralda,Ezmeralda.79@yopmail.com,1000.14,79,4.94
3495,Sadie,Sadie.36@yopmail.com,17.23,36,4.12
3496,Dulce,Dulce.93@yopmail.com,710.7,93,3.55
3497,Leontine,Leontine.59@yopmail.com,508.57,59,1.34
3498,Keelia,Keelia.147@yopmail.com,22.75,147,4.74
3499,Paule,Paule.10@yopmail.com,687.96,10,4.22
3500,Aurelie,Aurelie.20@yopmail.com,656.22,20,3.29
3501,Veda,Veda.23@yopmail.com,220.12,23,3.4
3502,Kimberley,Kimberley.130@yopmail.com,342.7,130,4.46
3503,Anallese,Anallese.146@yopmail.com,540.31,146,5.71
3504,Anthia,Anthia.198@yopmail.com,801.56,198,2.49
3505,Maisey,Maisey.16@yopmail.com,391.55,16,1.4
3506,Ezmeralda,Ezmeralda.1@yopmail.com,619.24,1,1.01
3507,Bertine,Bertine.79@yopmail.com,585.35,79,3.45
3508,Camile,Camile.188@yopmail.com,25.65,188,5.24
3509,Ruthe,Ruthe.98@yopmail.com,408.78,98,2.8
3510,Corina,Corina.4@yopmail.com,882.52,4,1.96
3511,Juliane,Juliane.59@yopmail.com,57.84,59,1.6
3512,Valeda,Valeda.184@yopmail.com,786.16,184,1.14
3513,Helena,Helena.61@yopmail.com,695.44,61,4.53
3514,Mallory,Mallory.84@yopmail.com,775.75,84,3.43
3515,Caressa,Caressa.123@yopmail.com,266.29,123,1.63
